"series","geomean","label","winner"
"default64",1.04218732766089,"{2,4,8,16,32,64}
6 comp, reach 64","other"
"extend128",1.03819840478586,"{2,4,8,16,32,64,128}
7 comp, reach 128","other"
"extend64",1.05707265619551,"{2,4,6,11,20,36,64}
7 comp, reach 64","winner"
"respace128",1.0493145414832,"{2,5,11,26,58,128}
6 comp, reach 128","other"
